86,8,24
86,9,27
86,10,28
86,11,374
86,12,376
86,13,380
87,1,3
87,2,4
87,3,8
87,4,11
87,5,13
87,6,16
87,7,21
87,8,22
87,9,27
87,10,29
87,11,375
87,12,376
87,13,380
88,1,3
88,2,4
88,3,8
88,4,11
88,5,13
88,6,16
88,7,21
88,8,22
88,9,25
88,10,29
88,11,374
88,12,376
88,13,380
89,1,3
89,2,4
89,3,8
89,4,11
89,5,13
89,6,16
89,7,19
89,8,22
89,9,25
89,10,29
89,11,374
89,12,376
89,13,380
90,1,3
90,2,4
90,3,8
90,4,11
90,5,13
90,6,16
90,7,21
90,8,22
90,9,27
90,10,29
90,11,374
90,12,376
90,13,380
91,1,3
91,2,4
91,3,8
91,4,11
91,5,13
91,6,16
91,7,21
91,8,24
91,9,25
91,10,29
91,11,374
91,12,376
91,13,380
92,1,3
92,2,4
92,3,8
92,4,11
92,5,13
92,6,16
92,7,21
92,8,22
92,9,27
92,10,29
92,11,374
92,12,378
92,13,380
93,1,3
93,2,4
93,3,8
93,4,11
93,5,13
93,6,16
93,7,21
93,8,24
93,9,27
93,10,29
93,11,374
93,12,376
93,13,380
94,1,3
94,2,4
94,3,8
94,4,11
94,5,13
94,6,16
94,7,21
94,8,22
94,9,27
94,10,29
94,11,375
94,12,376
94,13,381
95,1,3
95,2,4
95,3,7
95,4,11
95,5,13
95,6,18
95,7,21
95,8,22
95,9,27
95,10,30
95,11,374
95,12,376
95,13,380
96,1,3
96,2,4
96,3,8
96,4,11
96,5,13
96,6,16
96,7,21
96,8,22
96,9,27
96,10,29
96,11,374
96,12,376
96,13,380
97,1,3
97,2,4
97,3,8
97,4,11
97,5,13
97,6,16
97,7,21
97,8,22
97,9,25
97,10,29
97,11,374
97,12,376
97,13,380
98,1,3
98,2,4
98,3,8
98,4,11
98,5,13
98,6,16
98,7,21
98,8,24
98,9,25
98,10,29
98,11,374
98,12,376
98,13,380
99,1,3
99,2,5
99,3,8
99,4,11
99,5,13
99,6,16
99,7,21
99,8,22
99,9,25
99,10,29
99,11,375
99,12,376
99,13,380
100,1,3
100,2,4
100,3,8
100,4,11
100,5,13
100,6,16
100,7,21
100,8,24
100,9,27
100,10,30
100,11,374
100,12,376
100,13,380
101,1,3
101,2,4
101,3,8
101,4,11
101,5,13
101,6,16
101,7,21
101,8,22
101,9,27
101,10,29
101,11,374
101,12,376
101,13,380
102,1,3
102,2,6
102,3,7
102,4,11
102,5,13
102,6,16
102,7,21
102,8,22
102,9,25
102,10,30
102,11,374
102,12,376
102,13,379
103,1,3
103,2,4
103,3,9
103,4,11
103,5,13
103,6,16
103,7,21
103,8,22
103,9,27
103,10,30
103,11,375
103,12,
103,13,
104,1,3
104,2,4
104,3,8
104,4,11
104,5,13
104,6,16
104,7,21
104,8,24
104,9,25
104,10,29
104,11,374
104,12,376
104,13,380
105,1,3
105,2,5
105,3,9
105,4,11
105,5,13
105,6,16
105,7,21
105,8,24
105,9,27
105,10,30
105,11,375
105,12,378
105,13,379
106,1,3
106,2,4
106,3,8
106,4,11
106,5,13
106,6,16
106,7,21
106,8,22
106,9,27
106,10,29
106,11,374
106,12,376
106,13,380
107,1,3
107,2,4
107,3,8
107,4,11
107,5,13
107,6,16
107,7,21
107,8,22
107,9,27
107,10,29
107,11,374
107,12,376
107,13,380
108,1,3
108,2,4
108,3,8
108,4,11
108,5,13
108,6,16
108,7,21
108,8,22
108,9,27
108,10,29
108,11,374
108,12,376
108,13,380
109,1,3
109,2,4
109,3,9
109,4,11
109,5,13
109,6,16
109,7,21
109,8,24
109,9,27
109,10,30
109,11,374
109,12,378
109,13,
110,1,2
110,2,4
110,3,8
110,4,11
110,5,13
110,6,18
110,7,21
110,8,22
110,9,25
110,10,29
110,11,374
110,12,376
110,13,
111,1,3
111,2,4
111,3,8
111,4,11
111,5,13
111,6,18
111,7,21
111,8,22
111,9,25
111,10,29
111,11,374
111,12,376
111,13,380
112,1,3
112,2,4
112,3,8
112,4,11
112,5,13
112,6,16
112,7,21
112,8,22
112,9,27
112,10,29
112,11,374
112,12,376
112,13,380
113,1,3
113,2,4
113,3,8
113,4,11
113,5,13
113,6,16
113,7,21
113,8,22
113,9,27
113,10,29
113,11,374
113,12,376
113,13,380
114,1,3
114,2,4
114,3,8
114,4,11
114,5,13
114,6,16
114,7,21
114,8,22
114,9,27
114,10,29
114,11,374
114,12,376
114,13,380
115,1,3
115,2,4
115,3,8
115,4,11
115,5,13
115,6,16
115,7,21
115,8,24
115,9,27
115,10,29
115,11,374
115,12,376
115,13,380
116,1,3
116,2,5
116,3,8
116,4,11
116,5,13
116,6,16
116,7,21
116,8,22
116,9,25
116,10,29
116,11,374
116,12,376
116,13,380
117,1,3
117,2,4
117,3,8
117,4,11
117,5,13
117,6,16
117,7,21
117,8,24
117,9,27
117,10,29
117,11,374
117,12,376
117,13,380
118,1,3
118,2,4
118,3,8
118,4,11
118,5,13
118,6,16
118,7,21
118,8,22
118,9,25
118,10,29
118,11,374
118,12,376
118,13,380
119,1,3
119,2,4
119,3,8
119,4,11
119,5,13
119,6,16
119,7,21
119,8,22
119,9,27
119,10,29
119,11,374
119,12,376
119,13,380
120,1,3
120,2,4
120,3,8
120,4,11
120,5,13
120,6,16
120,7,21
120,8,22
120,9,27
120,10,29
120,11,374
120,12,376
120,13,380
121,1,3
121,2,5
121,3,8
121,4,11
121,5,14
121,6,16
121,7,21
121,8,22
121,9,25
121,10,29
121,11,374
121,12,378
121,13,381
122,1,3
122,2,4
122,3,8
122,4,11
122,5,13
122,6,16
122,7,21
122,8,22
122,9,25
122,10,29
122,11,374
122,12,376
122,13,380
123,1,3
123,2,4
123,3,8
123,4,11
123,5,13
123,6,16
123,7,21
123,8,24
123,9,27
123,10,29
123,11,374
123,12,376
123,13,380
124,1,3
124,2,5
124,3,8
124,4,11
124,5,13
124,6,16
124,7,21
124,8,22
124,9,25
124,10,29
124,11,374
124,12,376
124,13,379
125,1,3
125,2,5
125,3,
125,4,11
125,5,13
125,6,16
125,7,21
125,8,24
125,9,27
125,10,
125,11,374
125,12,376
125,13,380
126,1,3
126,2,4
126,3,8
126,4,11
126,5,14
126,6,16
126,7,21
126,8,24
126,9,27
126,10,29
126,11,374
126,12,376
126,13,380
127,1,3
127,2,4
127,3,8
127,4,11
127,5,13
127,6,16
127,7,21
127,8,22
127,9,27
127,10,29
127,11,374
127,12,376
127,13,380
128,1,3
128,2,4
128,3,8
128,4,11
128,5,13
128,6,16
128,7,20
128,8,24
128,9,27
128,10,29
128,11,374
128,12,376
128,13,380
129,1,3
129,2,4
129,3,8
129,4,11
129,5,13
129,6,16
129,7,21
129,8,23
129,9,25
129,10,29
129,11,374
129,12,376
129,13,380
130,1,3
130,2,4
130,3,8
130,4,11
130,5,13
130,6,16
130,7,21
130,8,24
130,9,25
130,10,29
130,11,374
130,12,376
130,13,380
131,1,3
131,2,4
131,3,8
131,4,11
131,5,13
131,6,16
131,7,21
131,8,22
131,9,27
131,10,29
131,11,374
131,12,376
131,13,380
132,1,3
132,2,4
132,3,8
132,4,11
132,5,13
132,6,16
132,7,21
132,8,22
132,9,27
132,10,29
132,11,374
132,12,376
132,13,380
133,1,3
133,2,4
133,3,8
133,4,11
133,5,13
133,6,16
133,7,21
133,8,23
133,9,27
133,10,29
133,11,374
133,12,376
133,13,380
134,1,3
134,2,4
134,3,8
134,4,11
134,5,13
134,6,16
134,7,21
134,8,24
134,9,27
134,10,29
134,11,374
134,12,376
134,13,380
135,1,3
135,2,4
135,3,8
135,4,11
135,5,13
135,6,16
135,7,21
135,8,22
135,9,27
135,10,29
135,11,374
135,12,376
135,13,380
136,1,3
136,2,4
136,3,8
136,4,11
136,5,13
136,6,16
136,7,21
136,8,22
136,9,27
136,10,29
136,11,374
136,12,376
136,13,380
137,1,3
137,2,4
137,3,8
137,4,11
137,5,13
137,6,16
137,7,21
137,8,24
137,9,27
137,10,30
137,11,374
137,12,376
137,13,380
138,1,3
138,2,4
138,3,8
138,4,11
138,5,13
138,6,16
138,7,21
138,8,23
138,9,27
138,10,29
138,11,374
138,12,376
138,13,380
139,1,3
139,2,4
139,3,8
139,4,11
139,5,13
139,6,16
139,7,21
139,8,24
139,9,27
139,10,28
139,11,373
139,12,376
139,13,380
140,1,3
140,2,4
140,3,8
140,4,11
140,5,14
140,6,16
140,7,21
140,8,22
140,9,25
140,10,29
140,11,374
140,12,376
140,13,380
141,1,3
141,2,4
141,3,8
141,4,11
141,5,14
141,6,16
141,7,21
141,8,22
141,9,27
141,10,29
141,11,374
141,12,376
141,13,380
142,1,3
142,2,4
142,3,8
142,4,11
142,5,13
142,6,16
142,7,21
142,8,22
142,9,27
142,10,29
142,11,375
142,12,376
142,13,380
143,1,3
143,2,4
143,3,8
143,4,11
143,5,13
143,6,18
143,7,21
143,8,24
143,9,27
143,10,29
143,11,374
143,12,376
143,13,380
144,1,3
144,2,4
144,3,8
144,4,12
144,5,13
144,6,16
144,7,21
144,8,22
144,9,25
144,10,29
144,11,374
144,12,376
144,13,380
145,1,3
145,2,6
145,3,8
145,4,11
145,5,13
145,6,16
145,7,21
145,8,22
145,9,27
145,10,29
145,11,374
145,12,376
145,13,380
146,1,3
146,2,4
146,3,8
146,4,11
146,5,13
146,6,16
146,7,21
146,8,22
146,9,27
146,10,28
146,11,374
146,12,376
146,13,380
147,1,3
147,2,4
147,3,8
147,4,11
147,5,13
147,6,16
147,7,21
147,8,22
147,9,27
147,10,29
147,11,373
147,12,376
147,13,380
148,1,3
148,2,4
148,3,8
148,4,11
148,5,13
148,6,16
148,7,21
148,8,24
148,9,27
148,10,29
148,11,374
148,12,376
148,13,380
149,1,3
149,2,4
149,3,8
149,4,11
149,5,13
149,6,16
149,7,21
149,8,22
149,9,27
149,10,29
149,11,374
149,12,376
149,13,381
150,1,3
150,2,5
150,3,8
150,4,11
150,5,14
150,6,16
150,7,21
150,8,24
150,9,25
150,10,29
150,11,374
150,12,376
150,13,380
151,1,3
151,2,4
151,3,8
151,4,11
151,5,13
151,6,16
151,7,21
151,8,24
151,9,27
151,10,29
151,11,373
151,12,376
151,13,380
152,1,3
152,2,4
152,3,9
152,4,11
152,5,14
152,6,18
152,7,20
152,8,24
152,9,25
152,10,29
152,11,373
152,12,376
152,13,380
153,1,
153,2,
153,3,
153,4,
153,5,
153,6,
153,7,
153,8,
153,9,
153,10,
153,11,
153,12,
153,13,
154,1,3
154,2,4
154,3,8
154,4,11
154,5,13
154,6,16
154,7,21
154,8,22
154,9,27
154,10,29
154,11,374
154,12,376
154,13,381
155,1,3
155,2,4
155,3,8
155,4,11
155,5,13
155,6,16
155,7,21
155,8,24
155,9,27
155,10,29
155,11,373
155,12,376
155,13,380
156,1,3
156,2,4
156,3,8
156,4,11
156,5,13
156,6,16
156,7,21
156,8,22
156,9,27
156,10,28
156,11,374
156,12,376
156,13,380
157,1,3
157,2,4
157,3,8
157,4,11
157,5,13
157,6,16
157,7,21
157,8,22
157,9,25
157,10,29
157,11,374
157,12,376
157,13,380
158,1,3
158,2,4
158,3,7
158,4,11
158,5,13
158,6,16
158,7,21
158,8,24
158,9,27
158,10,30
158,11,374
158,12,376
158,13,381
159,1,3
159,2,4
159,3,8
159,4,11
159,5,13
159,6,16
159,7,21
159,8,22
159,9,27
159,10,29
159,11,374
159,12,376
159,13,380
160,1,3
160,2,4
160,3,8
160,4,11
160,5,13
160,6,16
160,7,21
160,8,23
160,9,25
160,10,29
160,11,374
160,12,376
160,13,380
161,1,3
161,2,4
161,3,8
161,4,11
161,5,13
161,6,16
161,7,21
161,8,24
161,9,27
161,10,29
161,11,374
161,12,376
161,13,380
162,1,3
162,2,4
162,3,8
162,4,11
162,5,13
162,6,16
162,7,21
162,8,22
162,9,27
162,10,29
162,11,374
162,12,376
162,13,381
163,1,3
163,2,4
163,3,8
163,4,11
163,5,13
163,6,16
163,7,21
163,8,24
163,9,25
163,10,29
163,11,374
163,12,376
163,13,381
164,1,3
164,2,4
164,3,8
164,4,11
164,5,13
164,6,16
164,7,21
164,8,22
164,9,27
164,10,28
164,11,374
164,12,376
164,13,380
165,1,3
165,2,5
165,3,8
165,4,11
165,5,13
165,6,16
165,7,19
165,8,24
165,9,25
165,10,29
165,11,373
165,12,376
165,13,380
166,1,3
166,2,4
166,3,8
166,4,11
166,5,14
166,6,16
166,7,21
166,8,24
166,9,25
166,10,29
166,11,374
166,12,376
166,13,380
167,1,3
167,2,4
167,3,9
167,4,11
167,5,14
167,6,16
167,7,20
167,8,24
167,9,27
167,10,29
167,11,374
167,12,376
167,13,380
168,1,3
168,2,4
168,3,8
168,4,11
168,5,13
168,6,16
168,7,21
168,8,22
168,9,25
168,10,29
168,11,374
168,12,376
168,13,380
169,1,3
169,2,4
169,3,8
169,4,11
169,5,13
169,6,16
169,7,21
169,8,22
169,9,27
169,10,29
169,11,374
169,12,376
169,13,380
170,1,3
170,2,4
170,3,8
170,4,11
170,5,13
170,6,16
170,7,21
170,8,22
170,9,25
170,10,29
170,11,374
170,12,376
170,13,380
171,1,3
171,2,4
171,3,8
171,4,11
171,5,13
171,6,16
171,7,21
171,8,22
171,9,27
171,10,29
171,11,374
171,12,376
171,13,380
172,1,3
172,2,4
172,3,8
172,4,11
172,5,13
172,6,16
172,7,21
172,8,22
172,9,25
172,10,28
172,11,374
172,12,376
172,13,380
173,1,3
173,2,4
173,3,8
173,4,11
173,5,13
173,6,16
173,7,21
173,8,24
173,9,27
173,10,29
173,11,374
173,12,376
173,13,380
174,1,3
174,2,6
174,3,8
174,4,11
174,5,15
174,6,16
174,7,20
174,8,22
174,9,27
174,10,29
174,11,373
174,12,378
174,13,
175,1,3
175,2,5
175,3,8
175,4,11
175,5,13
175,6,16
175,7,21
175,8,23
175,9,27
175,10,29
175,11,374
175,12,376
175,13,380
176,1,3
176,2,5
176,3,8
176,4,11
176,5,13
176,6,16
176,7,21
176,8,22
176,9,27
176,10,29
176,11,374
176,12,376
176,13,380
177,1,3
177,2,4
177,3,8
177,4,11
177,5,13
177,6,16
177,7,21
177,8,22
177,9,27
177,10,29
177,11,374
177,12,376
177,13,380
178,1,3
178,2,4
178,3,8
178,4,11
178,5,13
178,6,16
178,7,21
178,8,24
178,9,25
178,10,29
178,11,374
178,12,376
178,13,380
179,1,3
179,2,4
179,3,8
179,4,11
179,5,13
179,6,16
179,7,21
179,8,22
179,9,27
179,10,29
179,11,374
179,12,376
179,13,380
180,1,3
180,2,4
180,3,8
180,4,11
180,5,13
180,6,16
180,7,21
180,8,22
180,9,27
180,10,29
